max_delay,max_freq,logic_area,mem_area,name,weights,activations,component
4846.988687360263,191.2050024920285,449812.7568,2244263.653047217,w8a8-8x8-lmul-fast-pipePE,fp8,fp8,accelerator
8385.188687360263,114.04864056376259,417236.84640000004,2244263.653047217,w8a8-8x8-lmul-pipePE,fp8,fp8,accelerator
2112.04,400.79517763242274,722909.5632,2244263.653047217,w8a8-8x8-lmul-fast-pipeALL,fp8,fp8,accelerator
3226.71,277.0305647822124,703269.2304,2244263.653047217,w8a8-8x8-lmul-pipeALL,fp8,fp8,accelerator
5110.31,182.03960817794734,576938.2608,2244263.653047217,w8a8-8x8-ieee-fast-pipePE,fp8,fp8,accelerator
2112.04,400.79517763242274,809444.1168,2244263.653047217,w8a8-8x8-ieee-fast-pipeALL,fp8,fp8,accelerator
3226.71,277.0305647822124,797052.1680000001,2244263.653047217,w8a8-8x8-ieee-pipeALL,fp8,fp8,accelerator
15727.619999999988,62.07085760821128,815678.424,4154687.1262499103,w8ab16-8x8-lmul,fp8,bf16,accelerator
7465.220201510344,127.41742386478349,992228.8463999999,4154687.1262499103,w8ab16-8x8-lmul-fast-pipePE,fp8,bf16,accelerator
13552.820201510342,71.75752740349087,875278.9584,4154687.1262499103,w8ab16-8x8-lmul-pipePE,fp8,bf16,accelerator
8137.1100000000015,117.36937668645122,1458355.6944,4154687.1262499103,w8ab16-8x8-ieee-fast-pipePE,fp8,bf16,accelerator
13552.820201510342,71.75752740349087,1389356.6544,4154687.1262499103,w8ab16-8x8-ieee-pipePE,fp8,bf16,accelerator
22280.86999999997,44.123091069618795,1329756.12,4154687.1262499103,w8ab16-8x8-ieee,fp8,bf16,accelerator
5052.610000000001,183.97199210392208,1775193.7104,4154687.1262499103,w8ab16-8x8-ieee-pipeALL,fp8,bf16,accelerator
3090.4000000000005,287.9023435250763,1473075.4896,4154687.1262499103,w8ab16-8x8-lmul-fast-pipeALL,fp8,bf16,accelerator
5052.610000000001,183.97199210392208,1377424.6992000001,4154687.1262499103,w8ab16-8x8-lmul-pipeALL,fp8,bf16,accelerator
3090.4000000000005,287.9023435250763,1846311.5088,4154687.1262499103,w8ab16-8x8-ieee-fast-pipeALL,fp8,bf16,accelerator
28036.61999999995,35.18695886855636,1894865.2271999998,7719663.3828588035,w8a32-8x8-lmul,fp8,fp32,accelerator
9477.624359111618,101.41345655013816,2341153.1088,7719663.3828588035,w8a32-8x8-lmul-fast-pipePE,fp8,fp32,accelerator
21036.72435911159,46.68594157583624,2013344.9423999998,7719663.3828588035,w8a32-8x8-lmul-pipePE,fp8,fp32,accelerator
4476.04,205.8019691132405,3219434.2224,7719663.3828588035,w8a32-8x8-lmul-fast-pipeALL,fp8,fp32,accelerator
10734.710000000005,89.94658072570697,2931659.4384,7719663.3828588035,w8a32-8x8-lmul-pipeALL,fp8,fp32,accelerator
15138.11999999999,64.42834022287056,829506.1104,4154687.1262499103,wb16ab16-8x8-lmul,bf16,bf16,accelerator
21625.02999999997,45.43796059892691,1370347.0704,4154687.1262499103,wb16ab16-8x8-ieee,bf16,bf16,accelerator
12549.709999999995,77.32331429375594,5124532.5648,7719663.3828588035,w8a32-8x8-ieee-fast-pipePE,fp8,fp32,accelerator
13552.820201510342,71.75752740349087,889106.6448,4154687.1262499103,wb16ab16-8x8-lmul-pipePE,bf16,bf16,accelerator
13719.47999999998,70.90951378764596,6751446.2928,7719663.3828588035,w8a32-8x8-ieee-pipeALL,fp8,fp32,accelerator
7465.220201510344,127.41742386478349,1006056.5327999999,4154687.1262499103,wb16ab16-8x8-lmul-fast-pipePE,bf16,bf16,accelerator
7465.220201510344,127.41742386478349,1498946.6448,4154687.1262499103,wb16ab16-8x8-ieee-fast-pipePE,bf16,bf16,accelerator
5140.169999999999,181.0554446088026,7046469.4608000005,7719663.3828588035,w8a32-8x8-ieee-fast-pipeALL,fp8,fp32,accelerator
3090.4000000000005,287.9023435250763,1486903.176,4154687.1262499103,wb16ab16-8x8-lmul-fast-pipeALL,bf16,bf16,accelerator
5052.610000000001,183.97199210392208,1391252.3856000002,4154687.1262499103,wb16ab16-8x8-lmul-pipeALL,bf16,bf16,accelerator
5052.610000000001,183.97199210392208,1767722.2992,4154687.1262499103,wb16ab16-8x8-ieee-pipeALL,bf16,bf16,accelerator
3090.4000000000005,287.9023435250763,1838840.0976,4154687.1262499103,wb16ab16-8x8-ieee-fast-pipeALL,bf16,bf16,accelerator
27447.11999999995,35.93229206341912,1967572.0943999998,7719663.3828588035,w32a32-8x8-lmul,fp32,fp32,accelerator
21036.72435911159,46.68594157583624,2086051.8095999998,7719663.3828588035,w32a32-8x8-lmul-pipePE,fp32,fp32,accelerator
9477.624359111618,101.41345655013816,2413859.976,7719663.3828588035,w32a32-8x8-lmul-fast-pipePE,fp32,fp32,accelerator
11854.91,81.71329908456592,6301224.072,7719663.3828588035,w32a32-8x8-ieee-fast-pipePE,fp32,fp32,accelerator
41746.72999999997,23.736207186706412,5898984.0624,7719663.3828588035,w32a32-8x8-ieee,fp32,fp32,accelerator
22410.249999999967,43.87263773266214,6017463.7776,7719663.3828588035,w32a32-8x8-ieee-pipePE,fp32,fp32,accelerator
4476.04,205.8019691132405,3292141.0896,7719663.3828588035,w32a32-8x8-lmul-fast-pipeALL,fp32,fp32,accelerator
10734.710000000005,89.94658072570697,3004366.3056,7719663.3828588035,w32a32-8x8-lmul-pipeALL,fp32,fp32,accelerator
13719.47999999998,70.90951378764596,6802854.0624,7719663.3828588035,w32a32-8x8-ieee-pipeALL,fp32,fp32,accelerator
5140.169999999999,181.0554446088026,7097877.2304,7719663.3828588035,w32a32-8x8-ieee-fast-pipeALL,fp32,fp32,accelerator
